,message,date,sender_id,message_id,channel
0,,2024-12-08 04:56:26+00:00,-1001923600221,19277,https://t.me/Zero_to_hero_sr_stocks_nifty_505
1,"**TODAY FII&DII DATA:- 06-12-2024

FII SELL NET 👉 1830.31 Cr.🔻

DII BUY NET 👉 1659.06 Cr. ☘

NET SELLING :-  171.25 Cr. 🔴**",2024-12-06 14:27:23+00:00,-1001923600221,19268,https://t.me/Zero_to_hero_sr_stocks_nifty_505
2,,2024-12-06 10:24:19+00:00,-1001923600221,19266,https://t.me/Zero_to_hero_sr_stocks_nifty_505
3,,2024-12-06 10:24:19+00:00,-1001923600221,19265,https://t.me/Zero_to_hero_sr_stocks_nifty_505
4,,2024-12-06 10:24:19+00:00,-1001923600221,19264,https://t.me/Zero_to_hero_sr_stocks_nifty_505
5,,2024-12-06 10:24:18+00:00,-1001923600221,19263,https://t.me/Zero_to_hero_sr_stocks_nifty_505
6,,2024-12-06 10:24:18+00:00,-1001923600221,19262,https://t.me/Zero_to_hero_sr_stocks_nifty_505
7,,2024-12-06 10:24:18+00:00,-1001923600221,19261,https://t.me/Zero_to_hero_sr_stocks_nifty_505
8,,2024-12-06 10:24:18+00:00,-1001923600221,19260,https://t.me/Zero_to_hero_sr_stocks_nifty_505
9,,2024-12-06 10:24:18+00:00,-1001923600221,19259,https://t.me/Zero_to_hero_sr_stocks_nifty_505
10,,2024-12-06 05:08:10+00:00,-1001923600221,19241,https://t.me/Zero_to_hero_sr_stocks_nifty_505
11,,2024-12-06 05:07:06+00:00,-1001923600221,19237,https://t.me/Zero_to_hero_sr_stocks_nifty_505
12,,2024-12-06 05:07:06+00:00,-1001923600221,19236,https://t.me/Zero_to_hero_sr_stocks_nifty_505
13,,2024-12-06 05:07:06+00:00,-1001923600221,19235,https://t.me/Zero_to_hero_sr_stocks_nifty_505
14,,2024-12-06 05:07:06+00:00,-1001923600221,19234,https://t.me/Zero_to_hero_sr_stocks_nifty_505
15,,2024-12-06 05:07:06+00:00,-1001923600221,19233,https://t.me/Zero_to_hero_sr_stocks_nifty_505
16,,2024-12-06 05:07:05+00:00,-1001923600221,19232,https://t.me/Zero_to_hero_sr_stocks_nifty_505
17,"**इतना भा क्या सोच रहे हो जितना आपका 1 दिन का लॉस है उसे सस्ता मेरा INVEST ग्रुप का फीस  है तो फटाफट ज्वाइन कर लो आपकी जर्नी आज से ही चालू हो जाएगी 🥳🥳🥳🥳🥳💯💯💯

और आप आज ज्वाइन करोगे तो आपको आज के आज ही आपका फीस का 3 गुना रिकवर करके देंगे हंड्रेड परसेंट गारंटी देता हूं 🥳🥳

Join click on 🔗 INDEX

INVEST 👇👇👇

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
**
**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR***

STOCK OPTIONS 👇👇👇

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-06 04:57:29+00:00,-1001923600221,19228,https://t.me/Zero_to_hero_sr_stocks_nifty_505
18,"**270 To 320++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-06 04:52:20+00:00,-1001923600221,19223,https://t.me/Zero_to_hero_sr_stocks_nifty_505
19,**270₹ To 320₹ 🏆📈❤️**,2024-12-06 04:52:04+00:00,-1001923600221,19222,https://t.me/Zero_to_hero_sr_stocks_nifty_505
20,,2024-12-06 04:51:51+00:00,-1001923600221,19221,https://t.me/Zero_to_hero_sr_stocks_nifty_505
21,,2024-12-06 04:51:51+00:00,-1001923600221,19220,https://t.me/Zero_to_hero_sr_stocks_nifty_505
22,,2024-12-06 04:51:51+00:00,-1001923600221,19219,https://t.me/Zero_to_hero_sr_stocks_nifty_505
23,,2024-12-06 04:51:51+00:00,-1001923600221,19218,https://t.me/Zero_to_hero_sr_stocks_nifty_505
24,,2024-12-06 04:51:51+00:00,-1001923600221,19217,https://t.me/Zero_to_hero_sr_stocks_nifty_505
25,,2024-12-06 04:51:51+00:00,-1001923600221,19216,https://t.me/Zero_to_hero_sr_stocks_nifty_505
26,,2024-12-06 04:51:51+00:00,-1001923600221,19215,https://t.me/Zero_to_hero_sr_stocks_nifty_505
27,,2024-12-06 04:51:51+00:00,-1001923600221,19214,https://t.me/Zero_to_hero_sr_stocks_nifty_505
28,,2024-12-06 04:51:50+00:00,-1001923600221,19213,https://t.me/Zero_to_hero_sr_stocks_nifty_505
29,,2024-12-06 04:51:50+00:00,-1001923600221,19212,https://t.me/Zero_to_hero_sr_stocks_nifty_505
30,"**270 To 310++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-06 04:48:17+00:00,-1001923600221,19210,https://t.me/Zero_to_hero_sr_stocks_nifty_505
31,**270₹ To 310₹ 🏆📈❤️**,2024-12-06 04:47:58+00:00,-1001923600221,19209,https://t.me/Zero_to_hero_sr_stocks_nifty_505
32,"**270 To 300++++ 1st Target Hit 🎯 🏆📈

Book Your 50% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-06 04:47:45+00:00,-1001923600221,19208,https://t.me/Zero_to_hero_sr_stocks_nifty_505
33,**270₹ To 300₹ 🏆📈❤️**,2024-12-06 04:47:29+00:00,-1001923600221,19207,https://t.me/Zero_to_hero_sr_stocks_nifty_505
34,**270₹ To 290₹ 🏆📈❤️**,2024-12-06 04:47:24+00:00,-1001923600221,19206,https://t.me/Zero_to_hero_sr_stocks_nifty_505
35,**270₹ To 280₹ 🏆📈❤️**,2024-12-06 04:47:21+00:00,-1001923600221,19205,https://t.me/Zero_to_hero_sr_stocks_nifty_505
36,**270₹ To 270₹ 🏆📈❤️**,2024-12-06 04:46:52+00:00,-1001923600221,19204,https://t.me/Zero_to_hero_sr_stocks_nifty_505
37,"**BANKNIFTY 24 DEC  52000 PE**__

🏛 BUY ABOVE :- __270__

📊 Current Price : __270__


**Target..300//310//320++**

☠️ **Stoploss : PAID**__",2024-12-06 04:45:49+00:00,-1001923600221,19203,https://t.me/Zero_to_hero_sr_stocks_nifty_505
38,"𝗚𝗢𝗢𝗗 𝗠𝗢𝗥𝗡𝗜𝗡𝗚 𝗔𝗟𝗟 𝗧𝗥𝗔𝗗𝗘𝗥𝗦 ❤️

𝗛𝗔𝗩𝗘 𝗔 𝗚𝗢𝗢𝗗 𝗗𝗔𝗬 𝗧𝗢𝗗𝗔𝗬 😊♥️",2024-12-06 03:29:51+00:00,-1001923600221,19201,https://t.me/Zero_to_hero_sr_stocks_nifty_505
39,"**TODAY FII&DII DATA:- 05-12-2024

FII BUY NET 👉 8539.91 Cr.☘

DII SELL NET 👉 2303.64 Cr. 🔻

NET BUYING :-  6236.27 Cr. 🟢

FIIS की बाइंग को देखकर लग रहा है बॉटम बन गया है।**",2024-12-05 13:57:49+00:00,-1001923600221,19199,https://t.me/Zero_to_hero_sr_stocks_nifty_505
40,"**BANK NIFTY 👉 280 TO 430 ✅✅ NEW HIGH 

150 POINT DONE IN BANK NIFTY PAPER TRADE STUDY....🙏**

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",2024-12-05 09:10:04+00:00,-1001923600221,19189,https://t.me/Zero_to_hero_sr_stocks_nifty_505
41,,2024-12-05 09:09:22+00:00,-1001923600221,19188,https://t.me/Zero_to_hero_sr_stocks_nifty_505
42,,2024-12-05 09:09:22+00:00,-1001923600221,19187,https://t.me/Zero_to_hero_sr_stocks_nifty_505
43,,2024-12-05 09:09:22+00:00,-1001923600221,19186,https://t.me/Zero_to_hero_sr_stocks_nifty_505
44,,2024-12-05 09:09:21+00:00,-1001923600221,19185,https://t.me/Zero_to_hero_sr_stocks_nifty_505
45,,2024-12-05 09:09:21+00:00,-1001923600221,19184,https://t.me/Zero_to_hero_sr_stocks_nifty_505
46,,2024-12-05 09:09:21+00:00,-1001923600221,19183,https://t.me/Zero_to_hero_sr_stocks_nifty_505
47,,2024-12-05 09:09:21+00:00,-1001923600221,19182,https://t.me/Zero_to_hero_sr_stocks_nifty_505
48,,2024-12-05 09:09:21+00:00,-1001923600221,19181,https://t.me/Zero_to_hero_sr_stocks_nifty_505
49,,2024-12-05 09:09:21+00:00,-1001923600221,19180,https://t.me/Zero_to_hero_sr_stocks_nifty_505
50,,2024-12-05 09:09:21+00:00,-1001923600221,19179,https://t.me/Zero_to_hero_sr_stocks_nifty_505
51,**280₹ To 380₹ 🏆📈❤️**,2024-12-05 08:04:49+00:00,-1001923600221,19163,https://t.me/Zero_to_hero_sr_stocks_nifty_505
52,**280₹ To 370₹ 🏆📈❤️**,2024-12-05 08:04:44+00:00,-1001923600221,19162,https://t.me/Zero_to_hero_sr_stocks_nifty_505
53,**280₹ To 360₹ 🏆📈❤️**,2024-12-05 08:04:40+00:00,-1001923600221,19161,https://t.me/Zero_to_hero_sr_stocks_nifty_505
54,**280₹ To 350₹ 🏆📈❤️**,2024-12-05 08:04:36+00:00,-1001923600221,19160,https://t.me/Zero_to_hero_sr_stocks_nifty_505
55,**280₹ To 340₹ 🏆📈❤️**,2024-12-05 08:04:31+00:00,-1001923600221,19159,https://t.me/Zero_to_hero_sr_stocks_nifty_505
56,,2024-12-05 08:04:02+00:00,-1001923600221,19158,https://t.me/Zero_to_hero_sr_stocks_nifty_505
57,,2024-12-05 08:04:01+00:00,-1001923600221,19157,https://t.me/Zero_to_hero_sr_stocks_nifty_505
58,,2024-12-05 08:04:01+00:00,-1001923600221,19156,https://t.me/Zero_to_hero_sr_stocks_nifty_505
59,,2024-12-05 08:04:01+00:00,-1001923600221,19155,https://t.me/Zero_to_hero_sr_stocks_nifty_505
60,,2024-12-05 08:04:01+00:00,-1001923600221,19154,https://t.me/Zero_to_hero_sr_stocks_nifty_505
61,,2024-12-05 08:04:01+00:00,-1001923600221,19153,https://t.me/Zero_to_hero_sr_stocks_nifty_505
62,"**280 To 330++++ 3rd Target Hit 🎯 🏆📈

Book Your 100% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-05 07:59:52+00:00,-1001923600221,19151,https://t.me/Zero_to_hero_sr_stocks_nifty_505
63,**280₹ To 330₹ 🏆📈❤️**,2024-12-05 07:59:31+00:00,-1001923600221,19150,https://t.me/Zero_to_hero_sr_stocks_nifty_505
64,"**दोस्तो खुद ट्रेडिंग कर कर के Loss मत करो....!!

एक बार हमारे पास इन्वेस्ट करके Result Dekho....💝💰💯

Daily Earning Karoge....!!

मेरी Guarantee हैं....😍💰💯

रोजाना लोस करने से अच्छा है डायरेक्ट हमारे पास इन्वेस्ट करो और रोजाना आराम से कमाओ....!

**https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*
https://wa.me/+916378809418/?text=*HELLO-MONEY-INVEST-SIR*",2024-12-05 05:09:51+00:00,-1001923600221,19140,https://t.me/Zero_to_hero_sr_stocks_nifty_505
65,,2024-12-05 05:09:33+00:00,-1001923600221,19139,https://t.me/Zero_to_hero_sr_stocks_nifty_505
66,,2024-12-05 05:09:33+00:00,-1001923600221,19138,https://t.me/Zero_to_hero_sr_stocks_nifty_505
67,,2024-12-05 05:09:33+00:00,-1001923600221,19137,https://t.me/Zero_to_hero_sr_stocks_nifty_505
68,,2024-12-05 05:09:33+00:00,-1001923600221,19136,https://t.me/Zero_to_hero_sr_stocks_nifty_505
69,,2024-12-05 05:09:32+00:00,-1001923600221,19135,https://t.me/Zero_to_hero_sr_stocks_nifty_505
70,,2024-12-05 05:09:32+00:00,-1001923600221,19134,https://t.me/Zero_to_hero_sr_stocks_nifty_505
71,"**280 To 320++++ 2nd Target Hit 🎯 🏆📈

Book Your 70% Profit 😍😍🙏❤️


BOOK PROFIT Trail stop loss in profit💐❤️**",2024-12-05 04:31:26+00:00,-1001923600221,19123,https://t.me/Zero_to_hero_sr_stocks_nifty_505
72,**280₹ To 320₹ 🏆📈❤️**,2024-12-05 04:31:07+00:00,-1001923600221,19122,https://t.me/Zero_to_hero_sr_stocks_nifty_505
73,,2024-12-05 04:30:42+00:00,-1001923600221,19121,https://t.me/Zero_to_hero_sr_stocks_nifty_505
74,,2024-12-05 04:30:42+00:00,-1001923600221,19120,https://t.me/Zero_to_hero_sr_stocks_nifty_505
75,,2024-12-05 04:30:42+00:00,-1001923600221,19119,https://t.me/Zero_to_hero_sr_stocks_nifty_505
